GN01,+00.000013
GN01,+00.000012
GN01,+00.000013
GN01,+00.000012
GN01,+00.000014
GN01,+00.000012
GN01,+00.000012
GN01,+00.000011
GN01,+00.000001
GN01,-00.000414
GN01,-00.022202
GN01,-00.036358
GN01,-00.044401
GN01,-00.044475
GN01,-00.044496
GN01,-00.044510
GN01,-00.044512
GN01,-00.044519
GN01,-00.044520
GN01,-00.044524
GN01,-00.044526
GN01,-00.044526
GN01,-00.044528
GN01,-00.044529
GN01,-00.044529
GN01,-00.044530
GN01,-00.044532
GN01,-00.044532
GN01,-00.044533
GN01,-00.044534
GN01,-00.044534
GN01,-00.044533
GN01,-00.044534
GN01,-00.044535
GN01,-00.044535
GN01,-00.044535
