GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000000
GN01,+00.000000
GN01,+00.000002
GN01,+00.000002
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000005
GN01,+00.000005
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000003
GN01,+00.000004
GN01,+00.000003
GN01,+00.000003
GN01,+00.000000
GN01,+00.020368
GN01,+00.082023
GN01,+00.153023
GN01,+00.200522
GN01,+00.247183
GN01,+00.297418
GN01,+00.297418
GN01,+00.337152
GN01,+00.383898
GN01,+00.461520
GN01,+00.524132
GN01,+00.564606
GN01,+00.670755
GN01,+00.670755
GN01,+00.769010
GN01,+00.826955
GN01,+00.896032
GN01,+00.981414
GN01,+01.057266
GN01,+01.128076
GN01,+01.128076
GN01,+01.209349
GN01,+01.307904
GN01,+01.404911
GN01,+01.465194
GN01,+01.523089
GN01,+01.579691
GN01,+01.612370
GN01,+01.639703
GN01,+01.668482
GN01,+01.687653
GN01,+01.687653
GN01,+01.713457
GN01,+01.742435
GN01,+01.767903
GN01,+01.796309
GN01,+01.822227
GN01,+01.850333
GN01,+01.880869
GN01,+01.909299
GN01,+01.926278
GN01,+01.931476
GN01,+01.926449
GN01,+01.888512
GN01,+01.798665
GN01,+01.798665
GN01,+01.644719
GN01,+01.488880
GN01,+01.310956
GN01,+01.151541
GN01,+01.020244
GN01,+01.020244
GN01,+00.899285
GN01,+00.787061
GN01,+00.681917
GN01,+00.610715
GN01,+00.565658
GN01,+00.504532
GN01,+00.504532
GN01,+00.449507
GN01,+00.414123
GN01,+00.408060
GN01,+00.378028
GN01,+00.351318
GN01,+00.351186
GN01,+00.338730
GN01,+00.284653
GN01,+00.284653
GN01,+00.205963
GN01,+00.126371
GN01,+00.063527
GN01,+00.040851
GN01,+00.032396
GN01,+00.032335
GN01,+00.032335
