GN01,+00.000002
GN01,+00.000001
GN01,+00.000002
GN01,+00.000002
GN01,+00.000002
GN01,+00.000002
GN01,+00.000000
GN01,+00.000002
GN01,-00.000005
GN01,+00.006596
GN01,+00.060030
GN01,+00.091305
GN01,+00.091321
GN01,+00.091325
GN01,+00.091331
GN01,+00.091336
GN01,+00.091336
GN01,+00.091340
GN01,+00.091341
GN01,+00.091343
GN01,+00.091345
GN01,+00.091345
GN01,+00.091347
GN01,+00.091347
GN01,+00.091349
GN01,+00.091350
GN01,+00.091350
GN01,+00.091351
GN01,+00.091352
GN01,+00.091353
GN01,+00.091353
GN01,+00.091354
GN01,+00.091355
GN01,+00.091355
GN01,+00.091356
GN01,+00.091356
