GN01,-00.000003
GN01,-00.000002
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000002
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000003
GN01,-00.000004
GN01,-00.000004
GN01,-00.000003
GN01,+00.000000
GN01,+00.000007
GN01,+00.014904
GN01,+00.083500
GN01,+00.217562
GN01,+00.320938
GN01,+00.353468
GN01,+00.316011
GN01,+00.145193
GN01,+00.052556
GN01,+00.043698
GN01,+00.043574
GN01,+00.043542
GN01,+00.043532
GN01,+00.043526
GN01,+00.043520
GN01,+00.043517
GN01,+00.043514
GN01,+00.043512
GN01,+00.043510
GN01,+00.043508
GN01,+00.043506
GN01,+00.043505
GN01,+00.043505
GN01,+00.043504
GN01,+00.043504
GN01,+00.043503
GN01,+00.043502
GN01,+00.043501
GN01,+00.043501
GN01,+00.043500
GN01,+00.043500
GN01,+00.043499
